Tweets,good,bad
 i only ever do one thing in the sims: make two women move in together and start kissing :-|,0,1
  i like it because it has so little sugar but satisfies my chocolate drug addiction,0,1
inquiry &gt;&gt; debate,0,1
adding more bean bag chairs and big fluffy pillows to tpot; turning down the lights a smidge,1,0
 so far i've only tweeted about the viable system model and a tiny bit about critical systems heuristics; i plan to write an article about the viable system this week on my blog eventually i'll tweet and write about all of them,0,1
 a mistake was made,0,1
  i usually come up with some ideas on my own first and then do the fuller literature search my thing has always been taking knowledge from one domain and applying it in others where people tend not to know or use those things; it's served me well,0,1
 damn you have twitter merch and people own it i have new goals in life :-|,0,1
like sometimes i wonder if ppl srsly don't understand that bright lights hurt some of us,0,1
 i see it’s like an authenticity promoting bright line rule; makes sense,0,1
 okay you made me listen to it and then i too had to dance,0,1
 how did you do the subscribe-y thing,0,1
 mine i suppose https://tco/jjmvcszbor,0,1
  weird science https://tco/ezfiz1jutu,0,1
 it doesn't seem quite logically equivalent to the trolley problem but it can prolly be reformulated slightly to make it be but it's not psychologically equivalent and basically i won't do a thing if it would destroy me psychologically or turn me into darth vader,0,1
 yes and the problem love bombed me and i fell for it and then the problem moved in and holy hell,0,1
the universe next door you know the one that always has a mug of hot chocolate and sometimes flirts with you,0,1
this planet is a hostile environment where ionizing radiation rains down from the sky every day,1,0
to r is human; to python divine,1,0
 rationalussy is that bond movie ppl forget about,0,1
 cuddly lawyer,1,0
what’s this stuff about twitter possibly shutting down did i miss a memo,0,1
  all those mythical beasts seem to be just bits of familiar creatures pasted together…,0,1
"2/ who:

- can abstract the essence of a technique from almost any area see all the uses it can be mapped to and apply it in those other areas but who

- doesn't care to ""be great"" by publishing original research especially if it isn't helping anyone in a tangible way",0,1
  people in real life often aren’t so good at cooperating due to pluralism and hierarchical power relations of various sorts some of this prolly even applies to eas (unintentionally),0,1
 that’s a latte of money,0,1
  by learning latin at least it makes me want to pretend they are,0,1
  i'm really good at boring risk management no one can do it in a more boring way than me :),0,1
"i don't do that well with classes i do well with ""here is an army of robot sharks and a warehouse filled with raspberry pi's get on it""",1,0
 no pockets i mean where would i keep my baked potato,1,0
"i think my current skillset looks like: ""decision support analyst"" using systems thinking ml and typical tools from judgment and decision theory

+ holy crapton of math not sure how that fits in just yet",1,0
if linux ever goes i'm going with it,0,1
 i verray muche approve of this style and thynk we should al tweet this wey,0,1
 things with nonzero ass often do attract one another…,0,1
some sea slugs are beautiful btw,1,0
 thanks lina walking + music is totally therapeutic :),0,1
 i hadn't heard of the yak collective; it looks interesting,0,1
 does that mean it's bad when i break into speaking nothing but latin,0,1
 look it was either the check or the avocado toast 😰,0,1
running out of groceries and starting to use parm cheese as a replacement for everything,1,0
 i agree with 1/2 this statement :-|,0,1
  it's prolly a good thing that i didn't know necromancy or have an army of orcs,0,1
making all these type-o's tweeting in english makes me feel better about doing in latin tho 😅,0,1
"6/ for that we can ask sql to output a new column called ""sales category"" which will say ""low seller"" if less than 2 (of whatever units are being used) were sold ""medium seller"" if between 2 and 4 were sold and ""high seller"" if more than 4 were sold",0,1
"introducing a new computational method: 

markov chain monte cristo 

used to get back at your enemies",1,0
"4/ the ""select *"" part tells sql to extract data from all of the columns but the ""limit 5"" part tells sql to show only the first 5 rows we can see that there's data on the game title year genre and publisher as well as how much was sold in different parts of the world",0,1
 i don't want to continue modeling subseafloor fluid flow is part of the issue if it's possible for me to work on making ai safer i really would love to work on that failing that something like green energy could make sense i do have some background in ethics btw :),0,1
 ah there's nothing like snuggling up to some faceless abstractions every night after some nice cold numbers 😌,0,1
stopped being an icehole bastage and replied to my friends’ texts that i’ve been avoiding for almost 2 days,0,1
" i learned the phrase ""mad skillz"" by listening to an 11 year old play a version of that game one of the best damn things i ever overheard i steal things",0,1
 the way my brain works seems to be: first understand the underlying math/theory and then pick up the practical aspect super quickly but maybe a more balanced approach starting out would be best for this subject so i might get two books,0,1
  that might have put you in the right time window did you take a class on critical thinking in biology i taught it with iglika pavlova,0,1
 bad urth,0,1
 oh my gawd 🥹,0,1
"i'm thinking eventually to charge $ on a sliding scale and to do plenty of pro bono work for people fighting the good fight but who can't afford an advisor

also starting out i would love some good pro bono work; if anyone wants to try me dm and we'll talk :-)",0,1
  i was gonna say “be immortal and live in a library with infinitely many books all written in latin”,0,1
idea: start keeping my todo items in a text file and assign harder tasks more points; then write a script that will show a progress bar using the contents of the file,1,0
 mine too honestly at least after 11,0,1
 i think of it oppositely so we’re basically all dating each other ;),0,1
 3/ if they *are* worms (or shrimps) meanwhile over at 80000 hrs they are spending 80000 hrs to help other peeps spend 80000 hrs more basedly these 3 great branches of badassery - rats people giving well and people who actually work joined together and made ea also huel,0,1
" at first i thought you said ""kant"" and i was trying to imagine his most probable train behavior 😅",0,1
     and a second brain ha,0,1
 i mean just the phrase “weird mathematics shitposting” makes me wanna follow u but i’m already following so…,0,1
 i used to be the weirdest dude on twitter but alas no more,0,1
this is apparently the greatest tweet i have ever written; i might as well just quit now :-| https://tco/27jcdt2t9g,0,1
 yes i can love ord the barbarian 😁,0,1
  he might as well make everyone state publicly whether they use vim or emacs,0,1
 https://tco/izjdbfujtr,0,1
 okay i promise not to pick up the bagpipes until you fetch them,0,1
 i'm not convinced that agi will ever be able to do straight up crazy which is me dancing sober :-|,0,1
does tweeting a lot eventually turn u into a banger producing machine,1,0
 okay okay i wanna try: a goat is low-key goated when being a farm animal is the vibe,0,1
it's kind of dangerous to put new words near me,0,1
 i was gonna read the hp books but got all upset because of anti-trans bizness so i may be missing a reference here,0,1
  i suspected this kind of thing might be happening sometimes and i still think having soft systems facilitators could help with that,0,1
 i'm pretty sure i couldn't function as a human being without r,0,1
 i guess we could do shifts,0,1
 i mean now many rolls of paper towels would that be gods,0,1
 a bouncy world,0,1
  yes; i write the filled-in steps in the margins and the margins are full 😅,0,1
  no one knows what this brave man has seen okay we have a pretty good idea actually,0,1
  omnia itinera ad rōmam dūcunt :),0,1
" 😂 sometimes even i forget i'm like ""wait a minute what am i doing stop flirting with men you dummy""",0,1
feeling not smart; gonna go exercise until i get int +1,1,0
" it seems normal and okay to want people to treat you respectfully at least to a certain extent in latin ""respicere"" means ""to look back""; i think of it like people noticing that you're back there",0,1
if hair gets fixed too much it turns into helmet hair: it needs to be messed up just the right amount like well-tuned bagpipes,0,1
 i had that exact same thought hahaha,0,1
 yes; a little box even pops up that says things like “con -1” or “int -3”,0,1
 https://tco/whj1rqykt8,0,1
"  that kinda makes sense if i were trying to be agentic and someone was like ""hey can you help me with this"" i'd prolly be like ""sure"" but then i'd get right back to being agentic 😎",0,1
"need a decision advisor hire me

https://tco/jzzffkfauv",1,0
  i think also part of the difficulty is that i was trying to capture what would really be a complex interaction in a tweet so i was trying to give a vibe but your point still hits the mark i believe,0,1
  cuz you know i have huel :-|,0,1
 dank memes for teenage fans of accounting,0,1
 a lobster like that on the streets of nyc wouldn't last 2 min (cute tho),0,1
   i haven't and could and might but prolly won't,0,1
when i’m pythoning i’m not eg r-ing; when i’m r-ing i’m not eg sqling; when i’m sqling i’m not eg reading about ai alignment oh me oh my,1,0
 yes nice pie btw,0,1
 reading things aloud in latin,0,1
 i feel bash-ed,0,1
if i can't work for an ea org what's the next best thing,1,0
" in 90% of cases no matter what i said they stopped responding people in dating apps act weird… 

i mean how can you not respond to winning follow ups such as “what is your prior that my age and pics are accurate” and “my fav date you me and the linux command line babe”",1,0
"    are you saying that the wiki article is inaccurate 

“since something ""outside the calculation"" was needed to collapse the wave function von neumann concluded that the collapse was caused by the consciousness of the experimenter”

https://tco/jfo9aq8lw1",0,1
 a long long time ago i used to bake brownies for my family every weekend; there's something so comforting about the house filling with baking smells :),0,1
i wonder if the neighbors think i’m speaking italian to myself,0,1
so i had that giant math book i mentioned earlier rebound in leather because it was falling apart; it looked like a medieval tome after that so i started filling the margins with mathy illuminations it is now a thing of insanity that i luv,1,0
i just like simplicity and feel weird programming inside a web browser i'll do it if there's a good reason but otherwise maybe not,0,1
 cyborg hive dominatrix :|,0,1
 “going to” is such a weird construction,0,1
that tweet u wanna like but it has 100000 likes and that u wanna retweet but it has 5000 retweets u go nah: i gotta be me man,1,0
 striving so hard along the i-direction fr,0,1
"being able to shape your immediate environment - at home and at work - to fit your skills and personality is such a wonderful thing 

it makes me really happy to the extent that i can do it",0,1
 and once again the secret to being a better person is emulating julia galef,1,0
  it means sweaty see i'm smart,0,1
  i have been drawn here like iron filings to a magnet and am resigned to while away the rest of my time on this earth tweeting out banger after banger,0,1
  i am an ice queen,0,1
 thanks; i'll keep it in there it's been rewarding for me to apply systems thinking etc to that area for myself and others :),0,1
 or do u mean video of messer upper working on that one hoping for footage of faerie creatures,0,1
ok so i've been informed that u need sql to get the data off of these huge databases that companies typically have; now i'm thinking there's prolly a way to do sql queries through python so i still gotta know sql but maybe i can use it through pandas,1,0
" i've seen so many bug horrors indoors that anytime my eye catches something unusual my brain basically interprets it as this image

little pebble on the floor -&gt; horrible monstrobug",0,1
2/ usually a smoke detector is a highly sensitive test: if there's smoke then the alarm will almost definitely go off,0,1
in society’s insistence on specialization the idea of transdisciplinarity itself as a discipline often goes unnoticed,1,0
"this issue of interpretability is hugely important: i want to know why a decision support system is recommending whatever it is

i’ve written enough code to know that even prima facie ok results can be based on under-the-hood nonsense",0,1
 hug received ☺️,0,1
i have a thing labeler and i’m not afraid to use it,0,1
  “savaged by an angry frog” 😂,0,1
 ah don’t say that i would owe people millions,0,1
  that makes sense i shouldn't joke then because i don't want to contribute to marketing's being poorly respected,0,1
i’m rolling 5 data frames deep y’all,0,1
turning on music didn't help me grade because i uncontrollably started dancing,1,0
whereas if i just say things guided by whatever the underlying ideas are things pretty much always go well,0,1
going in against a sicilian is low-key goated when death is on the line,1,0
" the community over on latin twitter  decided it as far as i know :)

pīpātus -ūs is a word for chirping and we use pīpiāre for “to tweet” so it just seemed to make sense 😅",0,1
" i ended up paying someone to explain to me how to do eye makeup 😅

and i still hardly ever do it…",0,1
 this is true 😁,0,1
   axiomatized theories are interesting and fun but it does seem important not to ask too much of them: they’re like logical microscopes that can illuminate essential aspects of a system of ideas,0,1
 for instrumental rationality what we're trying to do is very bound up with what we want and value which seems like a good thing; for epistemic rationality the connection seems less tight but still it depends on valuing truth what questions we want to ask etc,0,1
 i was beginning to think that it just casts everyone as startup founders but i guess not,0,1
 if i had a gf she could legit say that to me,0,1
   i know a girl who not only is down with that rationalist jive but also speaks latin and knows how to linux she lives on a different continent tho dammit,0,1
 i would tweet a ton and only in latin,0,1
" same boat here except reading ""efficient linux at the command line"" :-|",0,1
 they do have some live voice spaces but otherwise maybe not many people answer dms faster than other things,0,1
  i would vote for hannibal the carthaginian :-|,0,1
if u feel trapped one way to get free is to sort of wiggle in all directions at once until u feel one way gaining some purchase; then stop wiggling and start pushing ur way out,1,0
 my disgust can only be triggered by cave crickets house centipedes and that giant barf monster from season 2 of stranger things,0,1
i didn’t even mention that whole formal logic odyssey that went on in parallel with all this  mathematically modeling natural language and natural language arguments,0,1
sometimes i think i should fire whoever is running tweet quality control :-|,0,1
  hey i just knew something substantive whew,0,1
when you buy a thingie for a thing and then the thing happens and you can't find the thingie,1,0
 i am pretty sure i would be a miracle remote employee for someone but i’m not sure who yet: extreme organizational written communication and technical skills systems thinking + decision making under uncertainty great with people,0,1
 it’s spidaman: get’em,1,0
 the classic middle-of-forehead position seems kinda good,0,1
 yeah my motherboard is also fried with olive oil tho healthier that way,0,1
 yes (after that first time),0,1
1/ so there's this systems approach called sast (strategic assumption surfacing and testing) in which you would typically do the following with a collection of people after separating them into groups:,0,1
 i just want to make sure that i won't be missing anything important that would come up in job interviews,0,1
 right and also i like to write my internal documentation in latin :-|,0,1
 but i'm a cheapskate so everything must be free going with spyder + anaconda atm,0,1
and if the stars aren't all equidistant from earth etc then for what the person is saying to make any sense would be kinda like a car that just mysteriously runs on red bull,0,1
 it saves me from trouble but it hurts if that’s all i have,0,1
   when i first got to college i drank a strange thing called a “cappuccino” during a lecture on y = ax + b and was thinking “at last freedom” because in high school no teacher would’ve allowed it and what the heck was this exotic potion 😅,1,0
if any of you are on linkedin and feel okay with endorsing any of the skills that i've put there that'd be helpful and i'd appreciate it :),0,1
why huello there ;),1,0
5/ i suspect that intuition is a sensitive test for dangerous situations but that it is highly unspecific ie that it gives lots of false alarms otoh it can make sense to act as if those alarms were always accurate for safety reasons (see also previous post),0,1
"  in physics i've often seen people describe three axes: theory experiment and computation as the third

by this reckoning computation is a part of science that goes off orthogonaly to the other traditional approaches",0,1
and the odds for dating apps are only slightly better,0,1
  also called that when rationalists rock out,0,1
   let's wait and see if that nsf grant comes through they rejected the proposal last time because the $20 budget cap was too high but this time i'm optimistic,0,1
 always happy to provide shitty-joke reply-guy support,0,1
 that looks cool but not free i don't want to give up my avocado toast :|,0,1
"experimenting with self applying the word ""rat"" :\",0,1
 this looks just like my effing around and finding out utility landscape model,0,1
when u really really don’t want to do the thing but are super high conscientious running on pure conscientiousness atm,1,0
 this is known as me being silly just playing off the true-but-not-obvious shenanigans that often happens in math and philosophy,0,1
  yeah i was thinking that i would feel trapped inside a linear narrative,0,1
 i was thinking about this i'm not sure i want anything to go viral ha,0,1
 that's interesting that sitting with the discomfort a while can also be a helpful thing to do,0,1
 thanks,0,1
 how about ea themes in spiderman or somesuch,0,1
every day u guyz alter my brain in the best ways,1,0
 i live far away from the realms of man in a place whose name is but a whispering on the wind: jeeeeersey,0,1
when i finally do manage to get cuddled it's going to be the most epic cuddling the world has ever seen :|,1,0
   i just have to point out that having an exoskeleton would be kinda cool also walking sideways while doing the pinchy thing :-|,0,1
 this question reminds me of how video games went from being 2d sprites to 3d full-realism i can appreciate the realism but deep down i prefer my side-scrolling vampire-slaying victor belmont to the cgi wonder https://tco/uzpobplgxg,0,1
having another episode of “i feel useless”,0,1
 i’m actually a zombie and eat evil brains https://tco/u9i4ubaep4,0,1
 damn the scout mindset book for the first and julia galef as a person for the second,1,0
"one of my fav 1st dates: i made a deck of cards on which i wrote things like ""if the world were going to end in 24 hours what would you do with that time"" and ""what's your story"" we visited places from secret new york; at each place drew a card and took turns answering it :) https://tco/u60asostrb",1,0
 that would be very similar to how it is now,0,1
"  i tried it once and was like ""did i accidentally buy that stuff that goes in the bottom of fish tanks""",0,1
i never dress formally for anything even when i’m super supposed to,1,0
 u know my brother’s name is david haha i’ll have a look thanks,0,1
 i’m guessing it wasn’t good after that,0,1
gonna document my progress into ai here u guyz should go get your popcorn,1,0
salvēte anaticulae meae quae improba hodiē nocte agēmus,1,0
" this is why i love ""the twitter concentrate""",0,1
are there jobs where u just do linux command line karate all day,1,0
 and wow this lagrangian has some weird shit in it,0,1
 it did occur to me; it seemed like it might not be a good fit for a couple of reasons: first it seems to entail a lot of traveling (i hate flying); second there's not so much research writing or ml involved but i really like those things,0,1
   same here,0,1
 i should prolly mention that u of c was also a place where i ran into some of the worst people ever megalomaniacal narcissistic types oy it was a schelling point for smarts not necessarily goodness ea on the other hand :-d,0,1
 leveraging my twitter addiction to get myself er everything ha,0,1
  if such a thing existed y i just can’t even ❤️,0,1
 i'm that reply guy fr fr,0,1
 quality adjusted light years,0,1
we live on a manifold but mostly think in the tangent space :|,1,0
  i really like the slant of that guy's gibberish,0,1
"considering changing the ultimate goal of my evil plans from ""world domination"" to ""being cuddled""",1,0
 i am and i do,0,1
 that's great to know thanks (yeah i was getting pulled into that failure mode 😅),0,1
1/ given this latest insight about what sort of person i am/want to be it looks like what i've been doing with clients has been weighted too much toward the counseling side of things,0,1
 yeah,0,1
 okay thank you ❤️🙏,0,1
now privately referring to ea as “mathematical kindness” 🥹,1,0
 though it isn't the first mentioned i haven't seen it and am intrigued so: on the list,0,1
i wish that instead of “probability” we had “prollity” because it’s shorter and because i want to make everything cute,1,0
" 2/ and he was like ""this game is based fr fr"" and he pulled out a fat wad of cash and straight up bought it then he came back to america and sold it to these bros at hasbro and they were like you know what these hippos should have names",0,1
there are also a lot of practices from soft systems that could improve the performance of teams like how often has the direction of the decision making been mostly determined by the one person who has the most forceful presence there are ways around that,0,1
" i learned system dynamics in graduate school in a class about biogeochemical cycles; the hard systems approach i got from working at los alamos national lab; the others i first encountered from reading mc jackson's book:

https://tco/d3atfsinji",0,1
 das ist gut,0,1
" my answer isn't helpful but it is kinda fun:
(1) become a supervillain org
(2) hold the world hostage with doomsday device
(3) collect ransom
(4) become good again and spend the $ on ea causes",0,1
  damn that would mean i like the donald :-o,0,1
" though one time at a party i asked a guy what he's excited about and he said ""eating and sleeping :-|""

and i was like uuuuuuuuuuh 😅",0,1
 maybe i can get qualy to yell at me,0,1
when i was a teenager there was no one like me around so i hung out with whoever was willing it led to me sitting in the eye of a hurricane of drugs and sex studying a calculus book,1,0
 i did that once on fb it did feel kinda good,0,1
  oh u can play video games like solitaire and the one with a little wiggly snake thingy and well actually that's it those two,0,1
 unless he spills it which would be huelmiliating,1,0
took out the garbage yaaas,0,1
  if i were a blacksmith i would think of it as me being my own girlboss tho not sure what the kpis would be but you can bet your ass we'd have some,1,0
 the guys need to be women haha sometimes i forget how gay i am,0,1
ppl be like: “what i thought it was the trolley prob”,0,1
my idea of magic https://tco/xkqoagpqm5,0,1
   meter is a harsh mistress,0,1
 i dunno either but again i’m ded 😍,0,1
 it makes me happy when someone says something nice about nj :),0,1
 smeladriel… ok i stop now,0,1
 reference: https://tco/yxxbkfiina,0,1
 you know anything that breaks free of those crappy dating apps is great in my book cringe or not,0,1
 1/ first thales thought everything came from water which is dumb then aristotle said a bunch of stuff that galileo showed with actual real experiments is also dumb after him a guy named newton who wasn't very nice came up with 3 laws that are still used to torture undergrads,0,1
  grrrrr i say,0,1
 having a macaskill mini crush,1,0
  it’s coffee with huel in it :-|,0,1
i shouldn’t be up this early y’all,0,1
  i love that the process involves conversion to vim keybindings,0,1
 yeah that show was awesome,0,1
 https://tco/wenmdqfbdg,0,1
"omg so many ""women are bad at math"" and ""women believe in astrology"" tweets ouch man ouch killing me over here",1,0
 ego etiam er… i mean me too,0,1
  that book and i have been through the best of times and through the worst of times haha,0,1
 https://tco/fydfu3tc90,1,0
 and there’s my whole strategy to win twitter,0,1
who knows what mysterious things transpire what nefarious deals are struck which pokémon are traded in the dms,1,0
 when i finish my time machine i will tell past me that the 80s shoulder pad thing becomes the wave of the future,0,1
  pizza hell,0,1
 i haven't but i requested a call with them,0,1
"""there is a sense in which y"" can be weasely but can also deflect nitpickers; maybe we can have the deflecting w/out the weaseling by saying something like ""one useful way of thinking about x is y""",0,1
according to the things i’ve seen being written about ea this week i am deeply evil and stupid; yes those are my two defining traits as y’all know :|,1,0
  for the kind of monster that consists of multiple agents spanning into the far future what you're saying makes sense to me,0,1
saturday + home is such a safe space,1,0
i feel like i should be estimating something,0,1
 more briefly: if it's impossible to be wrong in thinking that you have a proof of p then p must be true,0,1
  still trying to figure out how to make queal puns,0,1
 thanks 🙏❤️,0,1
 now i can feel smart too 😌,0,1
don't bother me with details like explosives not having been invented yet,0,1
  all i have to say is own that damn shrimp suit swagger man swagger,0,1
" biiiiiiiiiiiiiiiiiiiiiiiiiiird man

and ""man"" has to be said really short",0,1
 a network of clients large enough to live off working for them for about 20 years :),0,1
     people are still trying to figure out who runs me too and it's frustrating no i am not emma watson working with neil hamburger (as far as you know),0,1
i found this yummy treat: https://tco/c3w62dkd3l,0,1
3/ if we think of the detector as a test not just for smoke but for the presence of an uncontrolled fire then its sensitivity still seems high: a fire will very likely make the alarm go off,0,1
"i had just been convinced that all this math/physics i know was only going to be useful in academia: yet another instance of thinking that everyone knows what i know or that if i know something other people don't then it's useless anyway

clearly i gotta quit doing that 😅",1,0
 okay i know: it isn't illegal here let me have my moment plz,0,1
" i think it might be on the way to where i'm going 😬

but yeah i'll prolly pick up some orc while i'm passing thru",0,1
2/ each group defends a position on whatever the issue of relevance happens to be such that the groups cover a good range of perspectives; for each group if possible there's another group defending an opposing view,0,1
   before dumbfounded onlookers i would run on the treadmill while reading my book of abstract algebra,0,1
" i always wanna say “modulo what”

“would u like fries with that”

“modulo what”",0,1
  i see that ur live on the scene what intrepid reporting,0,1
"i love that the alighment problem book talks about the work of robyn dawes because i love his stuff

https://tco/38tstf60xx",0,1
   ea adult swim here,1,0
  i don't understand why it isn't something like «hīc homō moriētur» or «hīc homō moritūrus est» why the ablative for homō and the plural for morior i feel like i don't know latin suddenly,0,1
  i think that kind of being might be only a logical possibility not instantiatable in our physical universe,0,1
look can't it just be my job to make huel puns all day,1,0
what if we used systems thinking to see each other better,0,1
 yeah put me in a cardigan and my iq plummets to zero,0,1
 i’m like rays of weird that are so focused u could burn an ant with them :-|,0,1
and the other ones were not just bad but disastrous,0,1
 thanks for the insights; it’s good to get a knowledgeable perspective on this,0,1
good night u crazy world u https://tco/wsrvg3lr3o,0,1
back on my huelshit again maximizing utility,1,0
a tree showing all decision paths with leaves ranked by the degree to which they leave future options open,0,1
 sup foxy bruh i see u over there being all foxy,0,1
 currently i'm a physics professor but i'm looking for work that would be more meaningful for me and also allow me to live in europe so things are a bit in the air these days,0,1
 i changed my voice i didn’t like my accent and other things so i spent about 300 hours recording myself reading books playing it back and modifying i don’t know how big the change to my life really is but it feels like being a different person,1,0
   i'm doing this through coffee even though it's filled with nanobots that make me randomly do the funky chicken dance,0,1
if u luv me then speak to me only in the names of 80s songs,0,1
 better than caffeine,0,1
"advising seems inherently to be helping people decide so decision advisor sounds redundant

what's different about me and say a consultant or life coach is the tools i use: those typical of a rationalist 

but calling myself the rationalist advisor also doesn't seem great",0,1
i dream of holding forth with the rhetorical skill of cicero but all in lowercase with no punctuation and several words misspelled,1,0
  is damned smart this i determined from talking to her ha,0,1
" sometimes i have pretty much that same question haha like ""anyone want someone who will just hang around with them all the time and be smart as hell""",1,0
  what the shell are you guys going on about i don't sea the point,0,1
also dropping the requirement of it being remote or living  in europe anywhere is okay: what's most important is that i'm doing work that is meaningful to me,1,0
3/ u are hovering above everything looking down from the sky it's a way of seeing yourself and everything else as part of a bigger picture,0,1
"actions don't always correspond directly to beliefs 

i can strongly suspect that a gun is not loaded but for safety reasons choose to act as if it were loaded 

fairly often i see confusion on this point and especially relating to trust in others",1,0
the reason i know latin is that i’m 2000 yrs older than i say in my dating doc,1,0
 the cancelor of the exchequer,0,1
"3/ all this sounds plausible except that many attempts to replicate baumeister's studies failed; everything i just described might not accurately reflect what's happening when we exert self control or make decisions 😅 
https://tco/brlouvndfl",0,1
 i prolly got it from there my brain is a mashup of math jokes feynman stories and powerpuff girls :-|,0,1
  nailed it,0,1
 so important also those de-biasing techniques usually depend on first noticing potential triggers,0,1
 bruh,0,1
"i definitely hear a lot of ""x is natural so it's better"" kind of reasoning from people around me; it's important to be careful about that kind of reasoning https://tco/ekur7itf2c",0,1
 i’m sitting next to u i’m just buried under a pile of spam,0,1
" at this very moment i'm walking the streets of nyc wearing a trenchcoat and pushing utility: ""hey hey you yeah you got some rationality here the real stuff""",1,0
they should hire me to write fortune cookies,0,1
 i’m still pondering how my beauty is worth 25 full ships of ancient greeks,0,1
if i go outside while it’s raining and get utterly soaked will i be symbolically cleansed like in books and movies,1,0
 dark mode is my way of life :-|,0,1
 from what i can tell a soul goes for 3 bootlegged anime series,0,1
 i had this idea for instantiating twitter with trained squirrels and post-it notes but couldn't find any investors,0,1
"  it think it's prolly good to be careful about saying what math can and can't do after all math has category theory 😎

at the same time i'm sympathetic about trying to squash all valuation onto the real number line

pretty sure we could find good ways to math virtue ethics",0,1
 3/ do you know how much i gave to charities before i bumped into ea zilch i was very much concerned with rationality and improving peoples' ability to think rationally but i hadn't considered the ideas behind givewell 80000 hrs or the well-being of people in the future,1,0
  that's a good one like i coulda said him too,0,1
like what if i deliberately give a million superficial signs of stupidity while saying something brilliant,0,1
w/out a pen and piece of paper my iq must be like 20 points lower 😅,0,1
an equation is an amazing bit of sorcery: the thing on the left and the thing on the right look totally different but are in reality the same; one of them is just wearing a trench coat a wig and a fake nose,1,0
reply to this tweet and i will practice using “bruh” with u,1,0
exercising on the elliptical 1 hr,0,1
"it's hard for me to separate ""hobby"" from ""thing my life is about which must be integrated with all other such things in a single coherent system"" 😅 https://tco/srunbjxymp",0,1
" me with messed up hair:

https://tco/4foqdgnio9",0,1
  but it does sound like *if it existed* we'd have to help it,0,1
i just accidentally kicked a chair but by newton’s 3rd law it also kicked me and i think it needs to own up to its part in this,1,0
" the intersection of tech skills people skills and systems thinking: that’s my nexus 

in a hollywood movie i’d save the world from being destroyed by some now-extinct alien race’s unaligned ai by mobilizing crowd-sourced raspberry pi controlled robot flamingos",0,1
with kisses on the side plz,1,0
 ppl prolly have something like this in mind: https://tco/iuhkmrmwor,0,1
 haha maybe more like if u had a cat that just really wanted to speak latin,0,1
 me too especially all the little ones that try real hard,0,1
i’m on my bullshit again dividing one by zero,1,0
" huh it still sounds kinda cool tho to be able to say ""yeah i bought my meds with crypto""",0,1
  throwing out the latin is never a wise decision :-|,0,1
"sometimes i feel like we're all in tiny spaceships zooming through deep space by ourselves sending 280 character dispatches out into the void hoping someone receives and lets us know that they do

and i wonder if that's the best one can hope for",1,0
 mine does that too i think it might be the twitter brain worms,0,1
proudly strollin down the sidewalk with my choc huel enjoying some nice weather after this cold wet slog of a week,0,1
 i’m kinda wondering the same thing right now it just looks like a fancy cheesecake,0,1
  nice creature that eats things 😌,0,1
going to taylor expand myself and truncate everything after the 0th order approximation,0,1
 this gives me an idea: what i really need to do is seduce myself; when i least expect it slip by before i can stop me,0,1
  i try to imagine that i'm the dude from the big lebowski,0,1
 my excuse is that yes i care hugely and yes i’m nerdier than a nerd on a neural net carpet and how can i not talk mathematical philosophy,0,1
 well if anyone should have one probably is him,0,1
 i gotta be me: hannibal not lecter the other one with the elephants,0,1
 i know what u mean also some call them empty pizza boxes but i call them potential linux boxes 😁,0,1
 yes that'd basically be me except i'd refuse to be a happiness pump and some people would have to die while i had my coffee,0,1
 yes; i love the word flōrilēgium ❤️,0,1
 i don't believe in that stuff but i have a friend who other people say is amazing at it and who i could ask if so desired nyc area tho,0,1
 😂 just like that but in russian,0,1
 i do still have that ha,0,1
 it's telling twitter that you will do a task for every like a tweet gets 😅,0,1
hmm only 2 answers so far https://tco/mxnmvsd1ok,0,1
4/ there would need to be a way for the organism to learn what's going on in its environment and consider more global changes it might make to its behavior in order to perform better a kind of r&amp;d center,0,1
 i was thinking to just push my working directory to github after every session,0,1
1/ it seems useful to distinguish between methodology and method: methodology is a set of principles or guidelines for making or choosing methods based on some underlying theory; it is a bridge between theory and methods,0,1
 i've soiled myself thanks qual,0,1
 omg noooo logic with boxes and diamonds is the best in all possible worlds,0,1
1/ it's often useful to divide uncertainties into three types: uncertainties about our working environment uncertainties about which values to align with and uncertainties about how the decions we're currently making relate to other ones that may or may not be up to us,0,1
 this is me in like every rpg,0,1
 like how before readers are directed to your blog they're given a choice to subscribe and invite friends that's super nifty,0,1
1/ okay so we've got a csv file about ps4 game sales; to look at it in sqlite we can do this: https://tco/16ifauzvpc,0,1
 if someone called me that i'd have to boil them,0,1
u know the way meetings are held in academia (and most other places) feels like a stifling straightjacket: almost nothing systemic is done to make sure that error is decorrelated that everyone is heard that a synthesis is constructed,0,1
" i don't know if this may be helpful but as someone who spends a huge amount of time alone without wanting to: i find reading/talking to myself helps even saying things like ""you're not alone"" to myself and holding my own hand putting my hand over my heart etc",0,1
  the qualy account runs me,1,0
orthonormal means having average teeth,1,0
  i like topology :),0,1
every which way i figure it the right job for me seems to be a cross between some sort of data scientist and a counselor; still looks like decision support analyst to me,1,0
  what did you find enabled you to really skill up quicker,0,1
"  i'm not sure i understand but already the ""no fun"" part is looking pretty bad for deontology",0,1
 that’s beautiful 😍,0,1
worked thru 6 pages of python book (during which learned about tab completion omg ❤️),1,0
 are those macaroons because i like macaroons platonic or not,0,1
