,Unnamed: 0,Tweets
3599,3599," i hear that evil has several job openings 

pay is good terrible work culture :-|"
3701,3701, it’d be nice to have someone want to be *with* you for trillions of potential future people; prolly also be good if they like you :-|
2921,2921, as a data point against my stuff is all on the cloud :)
3486,3486, we just need more interesting card games like boss monster :-|
2313,2313,my fellow touch-starved people of twitter: some day our box of cuddles will come
308,308,when ppl want to know more about ai alignment i lock them in a room w/alexa who i’ve programmed to laugh and laugh…
2498,2498, that's a tough one i try to be deliberate and remind myself when i notice my internal voice becoming mean
1809,1809, nah much my wispy bruh
2147,2147, and i would do it again
1068,1068,the problem with laying out your case super well and confidently is that someone who knows something u don't may not have it in them to push back and get u to see it
388,388,"interpreting netflix shows in terms of ea: ""this guy represents all the suffering shrimp"" etc"
2597,2597,  nothing worse than getting dutch booked in some dark alley because you left an axiom at home
3390,3390, i’m not seattling for less than what i want 😤 (practicing using this emoji)
3196,3196, i see this one
1407,1407, i hadn't heard of the yak collective; it looks interesting
2723,2723," i generally try to hone in on what that person is excited about and then what problems they may be having in that area it's partly because i'm curious and partly because maybe i could help or connect them with someone else who has the same issue or could help

so quality"
439,439,hueltide joy
899,899, i guess that would make elon thanos yeah seems kinda right
3608,3608,  i think we’re not free but can sort of simulate being free by understanding the forces that act on us and not standing next to bossy people with guns :-|
3760,3760," ea seems to be the attempt to allocate resources efficiently to do good in the world with awareness of developments from judgment and decision theory ai etc 

if that’s right it’s kinda hard to see ever wanting to leave ea unless practically it just became not this"
1683,1683,what i want ai to do is get out of bed for me in the morning
824,824,i can't sleep but while not being able to sleep i realized a couple of things: first i should just code stuff up in r *and* python because that gives me the greatest flexibility to do whatever i want; second i ought to learn sql so i can deal with larger amounts of data
1249,1249,1/ given this latest insight about what sort of person i am/want to be it looks like what i've been doing with clients has been weighted too much toward the counseling side of things
2640,2640,  same here oy
2448,2448,  i have yet a different way of visualizing it; maybe i should write it up it makes a tree-like thing with geometrical shapes and regions shaded with colors i started designing a tattoo of it but then got side-tracked with other projects
1528,1528," i’d prolly just take one that made me attracted to all and only those eas who are attracted to me

either that or to people who can beat me at galaga"
2576,2576, i mean that’s my brain 24/7
3588,3588, i don't believe in that stuff but i have a friend who other people say is amazing at it and who i could ask if so desired nyc area tho
1873,1873,  i esp luv the util monster idea
3802,3802,"1/ there is this idea in psychology coming largely from the work of r baumeister that when we exert self control or make decisions it's as if we deplete a reservoir of energy that allows us to do these things this effect is termed ""ego depletion"" 
https://tco/vuvuv4rypm"
1043,1043,methods divorced from theory are blind; theory divorced from methods powerless
2121,2121,   based
3225,3225, unless he spills it which would be huelmiliating
3238,3238, https://tco/8y5dgpkadz
853,853,do u have a job that u like that u think i would be good at too
2511,2511, i feel bash-ed
2129,2129, i will punish u https://tco/zzc6fntxbh
3675,3675,i’m not thinking of creating agi here just switching brain substrates and i’d be super surprised if someone isn’t already running with this idea i’ve just never personally bumped into someone who expressed it
2000,2000, yeah me neither wispy fembot here
1193,1193,just reporting that today i still don't understand anything
414,414, si: m/fkn s
1203,1203,what twitter is to me is a bunch of networks of people helping each other
94,94, do as i wisp
3648,3648,"rationality needs creativity 

eg at various times we need to imagine different possible: 

- future environments
- versions of ourselves
- paths and end states for our plans
- consequences of our decisions for others

&amp; all of these while inhabiting different paradigms"
3176,3176,the burrito principle: by the time you’ve eaten 20% the other 80% will have fallen out
100,100,"to be me:
(1) have thought
(2) yes
(3) on 2nd thought no
(4) but yes
(5) ok more complex 3rd thing but we are going w/yes as an approximation"
286,286,i've always got this itch to integrate things
126,126," i guess from all my textbook experiences ""just a little pondering"" means i need to code something up or fill up only 1 or 2 sheets of paper with equations

also ""introduction"" seems to sometimes mean ""1800 page treatise"""
2222,2222,"when people offhandedly say things like ""i never date water signs"" i feel like i've been transported to another dimension"
3129,3129,"  

maybe we should setup a google meet to discuss or if there's a way to do a 3-way dm that's cool too"
1830,1830,  i knew this for i too am a stick figure
3742,3742,"  ""it would be great if we had some more mid-career people (especially those with excellent managerial skills) to help the community directly scale up projects or tenured academics switching to valuable research topics""

i think i might fit into that group :)"
129,129, when the projects get more interesting i’ll start tweeting/blogging about them
1329,1329,link - man + woman ≈ samus maybe
3983,3983, what the author calls reductionism is more commonly called physicalism; you can be a physicalist and still think that systems thinking is useful even vital (i am and i do)
149,149,"  the kind of ppl i’m thinking of would just say “i’m special because i happen to be me” 

and for goodness sakes some ppl don’t even value logical consistency: they could accept the premises but not the conclusion of a valid arg"
3927,3927,  i can only imagine once i signed up to an app and it at first had me as hetero instead of lesbian; while trying to figure out how to switch it i was inundated with messages from not very appealing guys 😅
739,739,can u really win oregon trail by purchasing nothing but oxen and riding across the country at blinding speed while naked
2860,2860, i would tweet a ton and only in latin
2645,2645,"    i otoh own all and only the content related to football helmets filled with cream cheese

just waiting on that stock to take off baby"
1130,1130,waking up at 3 am possessed by the spirit of russ ackoff
1702,1702,not into retributive justice
1616,1616,good night u crazy world u https://tco/wsrvg3lr3o
1602,1602, i want to live in europe but working remote for something us based is totally possible; i just realized i could even work ca hours because i’m a night owl
2514,2514, https://tco/ysclnsyk1b
3847,3847,  maybe that sounds completely selfless but it isn’t: i’d get to live forever for one thing
147,147,  i was thinking similar things about the lobster and mouse but felt very uncertain and voted dog to be safe ha but lobster would only surprise me somewhat strange to say: skinner showed that shaping + much less than human iq can accomplish a lot of surprising feats
2052,2052,  i think that kind of being might be only a logical possibility not instantiatable in our physical universe
1088,1088, i luv ppl too esp tpot; in fact tpot will u marry me
1817,1817, yo bruh sup
3853,3853,i love the amazing variety of people worldviews and ways of being that are out there in the world and here on twitter ❤️🙏
797,797, love is being defeated at galaga
3506,3506,  i should also mention that inter-paradigm critique would be involved ie criticizing each perspective from the vantage points of all the others
578,578, yaaas
2976,2976,  omg we need to have agi do that first i want to know what happens before it possibly murders me
2663,2663,  that sounds like a good way to go; generally suggesting possible fixes along with the problems seems to raise the odds of change happening
3790,3790,"   and while we're at it i'll remind people of all the things they seem to remember but which never actually happened 😅

eg https://tco/a5jjbkqh7f"
3353,3353," i meant that there may be some kind of fundamental disconnect that words can never quite fill but i also meant it literally because i'm stranded in new jersey ha 

it's definitely hard to run into people irl like the eas on here i'll figure it out someday (i hope)"
3013,3013, little heart +1
2411,2411,  def gonna look into this option thanks goals
558,558, https://tco/dssgt9n3p7
1505,1505, the classic middle-of-forehead position seems kinda good
1160,1160,a tree showing all decision paths with leaves ranked by the degree to which they leave future options open
1240,1240, it did occur to me; it seemed like it might not be a good fit for a couple of reasons: first it seems to entail a lot of traveling (i hate flying); second there's not so much research writing or ml involved but i really like those things
1306,1306,i’m still a cheez ball just an increasingly somber one
2832,2832, i want less sun but more activities basically a party cave :-|
3131,3131, it would be great to learn what went wrong in the previous attempts so far it looks like we have a team of 3 - me you and one other person - who want to work on this :)
102,102, ah ok darn
3576,3576, also those giving fines take no account of a person’s ability to pay: $300 to someone making 100k a year isn’t very much so people are randomly getting punished more and less depending on what their salary happens to be
3891,3891, i’m happy that they assign moral weights in the first place (and make them public)
1048,1048,just u know pouring my heart out to twitter again like jack burton in big trouble in little china driving through the rain while bsing into the radio
2489,2489, hmm i should try this earlier i put choco huel in my gruel and it seemed to improve the situation finding gruel replacement could be even better
3986,3986, flies go toward the light; maybe if you turn the lights off and open the front door
3228,3228, that made me snort 😅
3253,3253,  that needs to be our fallback plan
982,982, me after 3 min: what’s that burning smell hey i’m blind aaaaaaah
2974,2974, steering that's for people living in fear man
3945,3945, his book factfulness is terrific too
2038,2038,  for the kind of monster that consists of multiple agents spanning into the far future what you're saying makes sense to me
2372,2372,  🙏
3140,3140,   you can ping me :)
2226,2226, damn you're right holy shit i had to actually cook things
2107,2107," ""can u treat me using only tools from the command line"""
2721,2721, i can't help but think that in lotr they should have invested in a space program and shot the ring into the sun
2135,2135, just don't go killin' nobody that don't need killin'
3611,3611,   that kinda makes me happy - the world i know hasn’t totally crumbled away yet 😅
1019,1019," ""apply for mlab and arena if you want to be an re and mats for rs""

i'm unfamiliar with these abbreviations but maybe it will become clear as i look through the courses"
697,697,the fact that i can post things about numpy and get likes is pretty based
1097,1097, i can only imagine… but even just trying to imagine it is like wow
2595,2595, i secretly carry the mandelbrot set under my trenchcoat to seduce the youth
1664,1664,  yaas
278,278, and in research trying to get your ideas accepted can feel like you're dealing with a bunch of the most disagreeable types ever ha
2037,2037, about explaining quantum mechanics
1632,1632, hey i did read a good chunk of the rat one; it was pretty cool :)
3827,3827, nicely written i’ve been trying to only adopt methodologies with time-tested track records often evidenced by journal articles detailing interventions their effects and criticisms thereof…
2401,2401,  i want to believe this :-|
3191,3191,"  it also seems like many problems in epistemology stem from the fact that we've got to start somewhere it's always possible to ask ""how is that step justified"" until there isn't an answer maybe that leads to externalism that the justification lies partly outside of us"
665,665, i otoh eat cilantro because eating soap is bad
866,866,a close friend told me that i get away with it because i “ooze competence from every pore”
3315,3315,i have a thing labeler and i’m not afraid to use it
2912,2912,5/ my question to you dear reader is this: would you find it useful to role play these groups' positions yourself and be led through the process described above for some issue of importance to you ie to simulate a sast workshop but with just you and a facilitator
3845,3845,  ah come on illuminate us loose that tung-sten
1853,1853,omg i want cicero to write my resume and cover letters for me
2673,2673, this has been my dream as well
36,36,  thanks i got the congressive/aggressive distinction from here: https://tco/rg5zs8d0rw
1653,1653, i can relate
3658,3658, quam jūcundum
3220,3220,  postdoc; grad was at ga tech but that place really didn't fit me culturally and i did all my phd work in abstentia at u of c as well
140,140, effective altruism; it’s a social movement for ppl who wanna help other ppl as effectively as possible
611,611,some of u may be wondering how a person can be both an ice queen and batman at the same time: don't ask me i don't make the rules
3791,3791, small probability events given many chances to occur will occur; think of yourself as one member of a huge number of people in fact if enough people do this someone will get like 10 masterpieces in a row at some point
3727,3727, you just reminded me that i’m still hoodie-less; gotta fix that
3809,3809, thanks a friend and i designed the logo :)
587,587, the greatest hits of mel tormé
2574,2574, i live in a library with 1 cat who is me
710,710,apparently when u store an integer in a list it takes up a crapton more memory than storing it in a numpy array; that is partly why numpy is faster than using lists
3851,3851, i used to play that a lot i went around doing informational interviews to solve all the other villagers’ problems 😅
3624,3624,when i read about the prisoner’s dilemma i always think “if i confess but the other person doesn’t and as a result they get 20 yrs i’ll feel terrible about it for the rest of my life so i better not confess” if we care about each other it can prevent the sub-optimal outcome
437,437,an alternative is to teach model-based thinking explicitly with many examples of how to apply models across domains
833,833, if i become any more restless and chaotic they're gonna have to call animal control
1493,1493, omg yaas their robots look like they'd be perfect horrifying minions
988,988,   i exempt myself by being an *extra mathy* physicist
1489,1489,  tho i think i might have deleted it back when i deleted all my tweets and started over naturally there would be no proof
1073,1073,see all that time studying calculus during parties and street fights paid off
2971,2971, that makes sense and it's particularly relevant to my current situation as i'm working on a business while taking care of my official job simultaneously which hopefully won't always be the case
2048,2048,  glad i'm not the only one who experiences being human that way never heard anyone else say it though until now ha
3994,3994, that’s encouraging :-)
3504,3504, i would like got if it were less rapey and horrible :-|
3842,3842, that’s sad to hear :(
2496,2496, that i'm understanding i can't claim perfection here but when i do get prickly and think something unfair i tend to correct myself quickly (and then go sit in the shmuck corner)
2996,2996,"when you're like: ""twitter please stop liking my stupid twinkie-filled-with-mayonnaise tweet"""
2435,2435, word
3709,3709, aka “doing the wrong thing really right” 😂
403,403,  yeah that gdb is a real (de)bugger
179,179, yes being economically monopsonous was tough on the dating apps
2493,2493, gaudeō quod id putās 😁
1420,1420, if i spent another year where i am and just studied the heck out of ai alignment do you think getting a position working on that could be plausible
3677,3677,  it’s a mosquito from maine
2838,2838, whatever drug makes you feel like you live in a quantum superposition where anything could turn out to be something else
685,685, i immediately imagined being linus torvalds
891,891, i guess two outta three ain’t bad
3672,3672, thanks for the insights; it’s good to get a knowledgeable perspective on this
2690,2690,  i try to imagine that i'm the dude from the big lebowski
3495,3495,   thanks for the reminder - i spend so much time thinking about de-biasing that it's easy to lose track of the reality that heuristics are often super helpful and it makes sense that signalling often would be too :)
1814,1814, s’ok bruh
1032,1032, thanks
2355,2355,the only thing i can remember about the 90s is being pissed off that guitar solos died out
177,177,sometimes ppl say they luv ppl who make them laugh and i always wonder whether the causation might go in the opposite direction at least to some extent: ppl we like seem funnier
2670,2670, is the third season as gross as the 2nd was with the giant barf monster that thing left scars on my psyche ha i loved the 1st season
1936,1936, ☕️+📖
3666,3666, nyc is full of rats
1841,1841,   i’m certainly open to contract work; all this looks good thanks
2499,2499, when people spontaneously offer up positive traits about you and esp when what different people say overlaps i feel like that's a strong indication of the thing really being a strong point
809,809,picking an activity that i like and not letting myself do it unless i'm on the exercise machine has been very effective
2340,2340, i once saw that accompanied with lorentz contraction calculations
2619,2619,  that's where i live just doing everything with vim in one term and running r from the command line in another
3807,3807, i’m also planning to work with people on an individual basis with situations they regard as messes basically i jump into chaos and bring some order 😅
1226,1226, pretty sure yeah funny thing is i find myself in the future just walking places like if i go to the kitchen right now i'll end up like 5 seconds into the future scary shit i'm not going anywhere ever again
857,857,sometimes it seems more helpful to show concern rather than empathy for a person who’s suffering: if ur also hurting then it’s hard to help
1526,1526, i feel less annoying
3964,3964, that sounds pretty good to me too; i’ll have to sit with that one a bit
1959,1959,the todo list as a navigational system
1119,1119,wanting to live in the aedificium from the name of the rose
3257,3257, i think rtweet can do that but it might be a project
3426,3426, 😂
3971,3971,what sounds best for a person who uses decision science to help others navigate messy situations decision
2867,2867, the romans just didn't say any of that shit :-|
1940,1940, they just make a sore pinky toe
2281,2281, david hilbert said it but about cantor re set theory set theory pah category theory is now the cool hang
251,251, i thought it was just a database or something like the sql server of euboea
2242,2242, i no longer desire certainty give me that weird quantum superposition i can take it
1554,1554, i need to know if the converse of this advice also works 😅
3461,3461, anti cement-ism
3579,3579, i felt like i could be better at that too; i found a lot of what vanessa van edwards  says to be helpful
309,309, it’s only because they believe they can’t :|
1051,1051,re decorrelating error: have everyone come up with ideas before the meeting so that everyone doesn't just get anchored on what some one powerful person first says
144,144,warm &amp; calculating
3713,3713, and a bunch of my tweets on this account would start being only in latin which prolly isn’t good since google thought my last tweet was in samoan 😂
3303,3303, a therapist would prolly start to have some things in common with a decision advisor…
495,495,cleared out my inbox (ffffaaaaaaaaaarg hated this one)
3947,3947, good luck 🙏
103,103, i seem to be good at the opposite
3313,3313, don’t worry i won’t tell
82,82,things are starting to get to me; i’ve been forming addictive habits like pandas matplotlib and scikit-learn
805,805,"having so-called ""bright line"" rules helps me a lot there's no weaseling out of whatever it is: i either stay on the right side of that glowing line in the sand or not

eg ""i don't eat sugar""; not ""i don't eat sugar unless"""
924,924,i’m kind of afraid of ever being subjected to a coding interview i just look stuff up all the time; what i remember is a function of what came up last :/
1061,1061,  as in a black cloud that blots out the sun
2021,2021, came up with it btw
3505,3505,  i guess it's one thing to incidentally send a signal by doing something and other to do that thing specifically to send the signal i feel like people sometimes commit the sin of telling others what their intentions are here
3122,3122,  it depends on the reference frame
3878,3878,  ¡así es
2167,2167, *band (sometimes i wonder if i should have fired autocorrect but it wouldn't let me write latin or equations and how reasonable is that)
3933,3933,"to be clear: i don't tell anyone what their decisions should be instead i facilitate them making their own choices; this for many reasons 

things like quality adjusted life years for example don't enter the picture if you're not trying to make peoples' decisions for them"
2056,2056, okay this makes sense to me
943,943,  he might as well make everyone state publicly whether they use vim or emacs
2975,2975," advising involves seeing things first from the advisee's perspective as much as possible and you built a way forward together it doesn't really work to give advice ""oracle style"" ie proclaiming something wise (alas since that seems to often come easier to us)"
1804,1804,  that post def made me want some oy
3194,3194,  all the different quantities are derivable from any of the thermodynamic potentials but the gibbs free energy is especially useful because conditions of constant temp and pres are common
2296,2296, tweet looks great replies look great everything in order here carry on
3702,3702,  nah it doesn’t show up in the photo but the rest of my body is a smudgy blur from having been erased and redrawn too many times in a desperate attempt at realism
629,629,can't we just u know write our own fargin twitter app
2827,2827,  oh you two your relationship makes me so envious
3580,3580, that’s 2 x 3 thank you very much :-|
1643,1643, it wouldn't have to use all of these but decision making and technical ability would need to somehow be involved
273,273,and it's important that it not be loaded w/many things because wide disagreement within a social group needs to be possible if that group aspires toward maximum rationality
541,541,this came today yay https://tco/z4efg1shkv
1524,1524,who knows what mysterious things transpire what nefarious deals are struck which pokémon are traded in the dms
2795,2795,  throwing out the latin is never a wise decision :-|
2508,2508,    fr somebody knows what she's doing around here
462,462,i now declare grilled cheese sandwich
114,114,data munging ok that sounds weird
211,211,self-consciousness as a scalpel w/which i operate on myself
852,852,having another episode of “i feel useless”
1018,1018, thank you so much
1860,1860, got tired of competing with the church of the bessel function
159,159,  i like it
2711,2711,  hey latin got me through 2020 when i lived in solitary confinement if you love something it's useful :-)
288,288, okay thank you ❤️🙏
1839,1839,  word
1919,1919,  ur prolly doing better than me: i only believe what i read in landau &amp; lifshitz
3558,3558,  supporting vs problem solving as goals for a convo seem so important to keep separate…
3557,3557,  and why does the set of happy points in my life have measure zero :-|
1347,1347,  it sounds bad i guess because usually things are expressed non-dimensionally such that 1 would not be considered a perturbation anymore: we expect that the terms get smaller and smaller because increasing powers of numbers less than 1 do that…
3695,3695, i feel inspired to dig in a bit more after coffee; thanks for pointing me in the right direction
3813,3813, if the question had been about other eas i’d have answered the same as for myself btw
941,941, i think maybe i did before the brain transplant
3796,3796,7/ but the principle still holds good: if you decide that every day you're going to exercise at 7 am for another example then you don't have to decide each day when to do it (and if you do it successfuly enough times it stops requiring much self discipline even to do it)
128,128,it’s hard to take risks when ur situation is comfortable; status quo bias looms heavy i’ve been handling this issue by doing multiple incremental experiments simultaneously and having (i hope) robust fallback plans
3773,3773,2/ these interfaces would need to be coordinated with one another
1022,1022, i thought this was a response to a different thread at first ha
3574,3574,  tiktok is weird i like it
1039,1039, when i finish my time machine i will tell past me that the 80s shoulder pad thing becomes the wave of the future
1527,1527,it’s hard doing everything alone
573,573,i need a makefile that will recompile my life whenever i change anything
3343,3343, it’s almost midnight here
111,111, things with nonzero ass often do attract one another…
3997,3997, you can post garbage it just helps if it's garbage that people secretly like eg cheetos :-)
2341,2341,i want to order a box of snuggly cuddles
2610,2610," it's when you have to solve an equation just to figure out which variable you need to solve an equation for

i mean could be physics"
2290,2290, i forgive u for being a wildly successful stick figure
1441,1441," in my research i've been studying mostly seafloor hydrothermal systems but i'm not passionate about that per se even though it does have the ""cool"" factor"
1349,1349,   or weltanschauung if u like german
951,951, i was planning to stop being evil anyway after world domination and donate all the ransom $ to ea causes
840,840," me: would u like to upgrade to high speed internet

guy: no

me: yeah my own models mostly say it isn’t worth it either can i analyze some data for u perhaps help u w/some tough life choices"
1611,1611,apparently i tweet about: cuddling linux decision making ea huel math not having a gf wanting a different job and latin :-|
2166,2166, though it isn't the first mentioned i haven't seen it and am intrigued so: on the list
2537,2537, they're awesome is what they are ❤️
3815,3815,i ordered a pizza which never came; it my case there are many significant benefits for that outcome 😅
2050,2050, i tried the powder first and that was how i got the choco + pb drink this evening later i tried the read-to-drink combo packs which are great too they have artifical sweetener of some sort if you crave a little sweetness otoh you can always add stuff to the powder
1010,1010, let’s gödel
3116,3116,"a bad outcome does not necessarily indicate a bad decision

a good outcome does not necessarily indicate a good decision

in either case it's a good idea to ask how the decision process might have been better"
1601,1601, it’s a nutritionally complete meal-replacement drink that’s fairly cheap i drink a lot of it because i have ibs not a lot of time to cook and need to save $
1542,1542,i watched the labyrinth in spanish; i like also david bowie yaas
1095,1095, that’s the sweetest thing anyone’s ever said to me 🥲
3397,3397, wait i've been around since then maybe *i'm* qualy :-o
3509,3509,    what is the first thing that an all-powerful qualy does
2102,2102,  i fully endorse this solution
209,209, this makes me want to eat cheese cubes and do linear algebra
2556,2556," i’m passionate about rationality and decision making; i can talk peoples’ ears off about it 😅

i love finding/making useful abstractions to facilitate effective thinking these days i’m working on formulating different paradigms of systems thinking through category theory :)"
2283,2283,  i like “eh” :)
1378,1378,"also analyst suggests to me ""analytics"" which is part of what i do"
2464,2464, you know how people imagine a bunch of white clouds for heaven for hell i imagine a place where you could buy many fine leather goods
3354,3354,"sometimes i feel like we're all in tiny spaceships zooming through deep space by ourselves sending 280 character dispatches out into the void hoping someone receives and lets us know that they do

and i wonder if that's the best one can hope for"
1475,1475,  the world could be burning down and literally to save it all i could have to do is code up something simple but on windows and we would prolly all be done for
3437,3437, yes that’s what partners are for
1283,1283, i approve of this question
3548,3548, i don't think in thousands of tweets that i've made a single meme oy (rolling up sleeves)
3049,3049, that the end goal of my current career path :-|
1344,1344, hi back fellow food stuff :)
0,0,it’s so much easier to get stuff done when what you’re doing is just who you are
156,156,decisionista: best at helping u figure out which espresso drink u want
2233,2233,grading tests at a rate of about 1 problem graded/5 min because i just can't stand it
3645,3645, is there something good i could read about impartial welfarism
625,625,  damn that would mean i like the donald :-o
1495,1495, wear roller skates next time i have a thing for that
1008,1008, and i am a depraved linux user 😈
1953,1953, maybe in latin i'm a terrible person
399,399,&lt;big|psi&gt; not sure about this representation
2271,2271, 2/ then there was this cool woman named emmy like so cool who discovered that every continous symmetry cooresponds to a conservation law and there was some guy named einstein i forget what he did after him we had feynman who made lots of stories about himself but also
635,635,"i dunno what’s going on around here; at any rate i’m on 

discord:
caela#8460

also mastodon:
"
1174,1174, feeling like this could be good
3998,3998, it's gonna be like moore's law except for qualy
1431,1431,if it were raining men i'm not sure how i'd feel about that prolly really upset about all the men plummeting to their deaths
3703,3703,  my abstract algebra prof said “people who deny the naturalness of zero are silly” :-|
2143,2143, i feel better now
405,405,girl who writes ur plz cuz etc but knows quantum physics
2335,2335,reply-guying can i say “bruh” when i’m doing it i like how it sounds
2990,2990, i wish twitter could also deliver oxytocin that would be really helpful
3084,3084, i'm not sure because it's really hard to know about these things but it seemed to change me in ways that i wasn't specifically aiming for and wouldn't have predicted
194,194, i mean just the phrase “weird mathematics shitposting” makes me wanna follow u but i’m already following so…
1721,1721, i want to die in a sword fight that takes place 3000 yrs from now in another dimension; i don’t think that’s too much to ask
1983,1983,i’m going in; if i’m not back in half an hour call the ac repair guy https://tco/kmxbm8vbqn
1971,1971,  awwww
2535,2535,over the whole rest of my life (scope)
200,200, do you have a sense of the mean and spread among everyone's predictions my thought is that averaging everyone should give a good estimate if the error is decorrelated
1521,1521, sounds normal from the other particle physics guys i know
3148,3148, the dating apps that are out there have algorithms built into them that are not at all evidence-based and are prolly also (even if unintentionally) influenced by the financial interest of keeping people on the app live talk is something you do *after* reviewing profiles
241,241, i luv that movie
3045,3045, mine does that too i think it might be the twitter brain worms
2520,2520, the power of the internets
3152,3152,    i have a hard time thinking about the notion of heat applied to a small number of particles is it not an inherently statistical idea
2868,2868, it makes me happy when someone says something nice about nj :)
3015,3015,when you spend hours creating a well-thought-out evidence-based thread but what twitter really wants is that cat pun you tossed out at 3 am
3079,3079,  yes 👍
3344,3344, mine too honestly at least after 11
862,862, my heaven would be a really nice library with lots of side rooms for reading/cuddling also coffee lots of coffee
1646,1646, my future plans revolve around these two scenarios (eg picture a paperclip holding a martini on a beach near lisbon)
2239,2239, don't forget huelium the second element in the pereaodic table
1372,1372, that’s so hitchhiker’s guide to the galaxy 💗
3973,3973, hmm i do dive deep on how decisions work but my ultimate aim is to help people in real-world situations and be suave :-|
1654,1654,so if i wanted to understand ai alignment better what would be a good reading list
583,583, interesting my brain is also transparent to any kind of explanation centered around sports
461,461,stopped being an icehole bastage and replied to my friends’ texts that i’ve been avoiding for almost 2 days
627,627," i guess i'm mainly worried that twitter will turn into the kind of bar i don't like u know like where the bartender says ""hey u can't do math in here"""
1059,1059,  it's prolly a good thing that i didn't know necromancy or have an army of orcs
336,336, julia galef a gaggle of math models and the vim man page
1192,1192,"""simple can be harder than complex: you have to work hard to get your thinking clean to make it simple but it's worth it in the end because once you get there you can move mountains""

~steve jobs"
3236,3236, you're lucky most people hate to hear their own voices and i had to work quite a bit before i liked mine i had a big southern accent for one thing
2823,2823, just going to vote for multi-story putt-putt preferably pirate-themed :-|
1676,1676,  i esp luv that crunchy sound they make when u squish them or how they fall off the ceiling onto ur head at night
1692,1692, if i’m ever the manager of something i want to do it just like you described
2706,2706, that's a very clear vision i like it
1369,1369, a series of calculations; a feeling that brings tears to my eyes with love for humanity; a series of calculations that brings tears to my eyes because i've run out of paper
930,930, i’m very promiscuous: i’ve written in basic pascal logo c fortran 90 python and r
2109,2109, ea = rationalist who includes everyone else in her utility function
535,535, no i haven't seen this before thanks
3268,3268,  i’m pretty sure my crush exists finding her though gods too many probabilities being multiplied together
1247,1247,3/ though all that is expensive and so i wouldn't expect the average guy on the street to be able to afford it which means i should be pitching toward high level decision makers in orgs
956,956, maybe u could work ur way up: start w/something a little weird get used to it then go weirder etc
3824,3824, i don't really understand it either :(
3856,3856, the bright line rule is “don’t do things that would not be good for you if you did them a lot” which seems pretty much to be the rule you suggested because i already don’t do those things 😅
1669,1669,it's kind of dangerous to put new words near me
2688,2688," sometimes i suddenly feel sad and cry out of nowhere and it's like my mind/body is saying ""i need to do this now it's ok"""
886,886,5/ all i need to do is try to approximate my ideal self okay now everyone can start throwing coconut cream pies at me
764,764,  landauer limit = max speed that a human can read landau and lifshitz
1457,1457,  berty ❤️
888,888,"3/ i know that i can't be in this ideal state but i can aspire toward it by trying to see a situation from as many perspectives as possible so (among other things) i put on virtue deontological and utilitarian ""hats"" to see what each says about a situation"
3206,3206, they do have some live voice spaces but otherwise maybe not many people answer dms faster than other things
2808,2808, i am; they're great
2495,2495, i'm not convinced that agi will ever be able to do straight up crazy which is me dancing sober :-|
1775,1775, yaaas
3657,3657,  for me it isn't so much frequency of posts in chats so much as being a nerdy huel-drinking math burger :-|
2634,2634, why huel there to u as well (how eas signal to each other that they come in peace)
962,962,cicero reading for today: check; now on to ml
3721,3721, https://tco/whj1rqykt8
1332,1332, i got revenge on my rebellious teenage kids by not having them
3535,3535, https://tco/i4vjsabrhx
596,596, didn’t know that was a thing but now i do :)
1551,1551,  all of this makes a ton of sense thanks
3668,3668, that makes sense saying “i feel pain  level x” doesn’t seem to do it justice and from what i’ve heard it doesn’t seem to ellicit proper empathy
173,173, also just reading and listening to lots of julia galef
1325,1325,  3/ but even when there is only one person who is doing the thinking it's possible to simulate a variety of perspectives via these approaches and come up with many ideas that one would have been unlikely to arrive at otherwise end elevator pitch
3040,3040, i haven't been in business long enough yet to see this but i also had in mind that clients would sometimes collect data as they implement plans that we create and that we would use that data to learn how those plans might best be adjusted or altered en route
2251,2251, 2/ meanwhile this guy in texas with really impressive sideburns isaac asimov created 3 laws so that intelligent robots wouldn't kill us it seems like maybe that wasn't good enough so people are still working on that one in 1965 a chatbot named eliza was born
1090,1090, one of my best friends for years was an academic idol; he was also just a person he didn’t act like some megalomaniac; it’s not worth befriending anyone who would
598,598, that's a damn good idea
1756,1756, this tweet is based
3935,3935,     and a second brain ha
1429,1429,i am going to fourier transform myself and live in wave number space
1609,1609, if i had any kind of self respect i would harvest my tweets and run a sentiment analysis on them
822,822,i already know how to do statistical analysis and ml in r and i've written a good bit before in python using numpy and matplotlib so the python part can't be that hard sql will be new i'm thinking six months should be enough to prepare before i would start applying to things
2001,2001, 53 *good* ones
1109,1109," okay 852%

would u believe 723%"
2502,2502,"    all this is so relatable (and wise)

i had to stop; it was destroying my sense of self-worth 

also being desperate leads to predators creeping in loving bombing to get you closer etc"
3453,3453, i appreciate your existence now i'm going to have an iced drink of some sort
3154,3154,like there is a good bit of opportunity cost associated with rooting through profiles that have easy disqualifiers eg poly profiles if you're mono or vice versa profiles for those who want kids versus those who don't etc
1726,1726,ya know if i just don’t add anything to it there will never be anything on it https://tco/p8z9ukclds
2395,2395,if linux ever goes i'm going with it
454,454,talked to mum on phone for a while
3893,3893,i’m planning to start donating to givewell any issues that i should be aware of
3821,3821,drinking decaf today so i’m not like “i’m gonna do this and this but wait oh idea for a paper i love you guys”
593,593,my world is shattered 😅
1828,1828, ēheu
