,Date Created,Number of Likes,Source of Tweet,Tweets
1702,2022-10-24 22:31:41+00:00,2,Twitter for iPhone,"@UntilTrees (1) i suffer that they suffer
(2) no matter how hard i try it never feels good enough
(3) saying the same things over and over
(4) being seen as an object until i get them to see that i’m a person 
(5) being tied to a physical location"
1703,2022-10-24 21:47:53+00:00,4,Twitter for iPhone,@absurdlymax i used to feel like i was fr fr
1704,2022-10-24 21:47:32+00:00,1,Twitter for iPhone,@PRoberts666 thanks :)
1705,2022-10-24 21:44:20+00:00,1,Twitter for iPhone,@absurdlymax @taylorterry i like topology :)
1706,2022-10-24 21:42:28+00:00,1,Twitter for iPhone,@absurdlymax i verge on having this trait as well
1707,2022-10-24 21:40:58+00:00,3,Twitter for iPhone,@nascentwisp i would tell u but it would be creatching to the choir
1708,2022-10-24 21:38:02+00:00,16,Twitter for iPhone,"if u feel trapped, one way to get free is to sort of wiggle in all directions at once until u feel one way gaining some purchase; then stop wiggling and start pushing ur way out"
1709,2022-10-24 20:19:11+00:00,4,Twitter for iPhone,@UntilTrees the students and i both have trauma: them from learning physics and me from teaching it; we suffer through it together heroically
1710,2022-10-24 20:14:50+00:00,5,Twitter for iPhone,i have surrounded myself here with caring mathy goodness; i’m going to glom together a ball of it around myself so big that i will never be heard from again
1711,2022-10-24 18:46:53+00:00,1,Twitter for iPhone,@panchromaticity i dunno either but again i’m ded 😍
1712,2022-10-24 18:30:05+00:00,0,Twitter for iPhone,@EzraJNewman yes that puts u in the right ballpark 😁
1713,2022-10-24 16:57:45+00:00,1,Twitter for iPhone,"@yourenotmartin @Coscorrodrift и пак искам да кажа, че обичам българския език 😁"
1714,2022-10-24 16:55:10+00:00,1,Twitter for iPhone,"@yourenotmartin @Coscorrodrift more specifically, i liked the way the buildings and streets looked, the smell of the air, the small-yet-still-city feel of it, and the taste of the veggies"
1715,2022-10-24 16:51:45+00:00,1,Twitter for iPhone,"@yourenotmartin @Coscorrodrift i had a bulgarian gf for 13 yrs; i visited bulgaria 3 times and stayed w/her &amp; her family. i really liked it (sofia, plovdiv area). и обичам български език 😁"
1716,2022-10-24 15:55:33+00:00,2,Twitter for iPhone,"@UntilTrees @kevinscuriosity u would thing that, knowing latin, that name would speak volumes to be, but all i get is folia = leaves and zāmia = damage/loss"
1717,2022-10-24 15:34:53+00:00,2,Twitter for iPhone,@UntilTrees @kevinscuriosity yeah for that i’d go with the dry soil test; if i can’t tell visually i stick my finger in the dirt
1718,2022-10-24 15:32:13+00:00,0,Twitter for iPhone,@enlightenedcoop this tweet is based
1719,2022-10-24 15:27:27+00:00,3,Twitter for iPhone,"@UntilTrees @kevinscuriosity extreme cases: if it looks succulent or cactus-like, u can water once every 2 weeks; if it looks fern-like, every day or two"
1720,2022-10-24 13:11:33+00:00,1,Twitter for iPhone,"@Coscorrodrift so far: spain,portugal, france, germany, italy, bulgaria (i haven’t been to northern europe yet)"
1721,2022-10-24 04:12:41+00:00,2,Twitter for iPhone,@BecomingCritter if i got any more real on here u guyz’d prolly be like “woah woah TMI!! can’t unsee what u just described”
1722,2022-10-24 04:08:56+00:00,2,Twitter for iPhone,@polisisti that’s pretty cool! thanks!
1723,2022-10-24 03:42:40+00:00,9,Twitter for iPhone,the reason i know latin is that i’m 2000 yrs older than i say in my dating doc
1724,2022-10-24 03:40:58+00:00,4,Twitter for iPhone,so what country shall i live in? (and why?)
1725,2022-10-24 03:35:27+00:00,4,Twitter for iPhone,@christineist sitting in a quiet place and thinking
1726,2022-10-24 03:25:32+00:00,5,Twitter for iPhone,"The US prison system (and criminal justice system generally) is bad

https://t.co/dJ2BZXnXTz"
1727,2022-10-23 23:55:06+00:00,2,Twitter Web App,"@MagusGenji i selected ""friend,"" but i do that unless the person or thing in question is trying to eat my face"
1728,2022-10-23 23:51:15+00:00,2,Twitter Web App,fighting 🔥 with 🔥 here
1729,2022-10-23 23:48:45+00:00,4,Twitter Web App,i've been fighting existential dread with absurd humor all my life; now i just document it with a trail of tweets
1730,2022-10-23 23:25:09+00:00,9,Twitter Web App,"crushing on cate blanchett. that's normal, right?"
1731,2022-10-23 23:21:25+00:00,1,Twitter Web App,@UntilTrees u know it's not easy to concentrate w/cute wisps and foxes frolicking like that. otoh concentration is prolly overrated
1732,2022-10-23 22:02:26+00:00,1,Twitter Web App,"@responsiblparty this is interesting because my vibe is usually more like
https://t.co/tzp1mKpcy7"
1733,2022-10-23 21:48:15+00:00,2,Twitter Web App,@panchromaticity like seriously i already told twitter every last thought i ever had like 3 weeks ago and now i just recycle
1734,2022-10-23 21:46:37+00:00,1,Twitter Web App,@miniyambao yeah... that's must be it. i'm just cool https://t.co/AOeNkjpZQt
1735,2022-10-23 21:45:07+00:00,3,Twitter Web App,@nascentwisp aaaaw i feel more better now 😎
1736,2022-10-23 21:42:13+00:00,21,Twitter Web App,could u guyz maybe stop being so much younger than me? thanks
1737,2022-10-23 21:41:11+00:00,1,Twitter Web App,@emnode yaaas
1738,2022-10-23 21:39:29+00:00,9,Twitter Web App,"@BecomingCritter it seems like we each get to decide (or discover?) what that is for ourselves. for me, i think it's just being kissed by a girl"
1739,2022-10-23 21:36:36+00:00,1,Twitter Web App,oh gods i have emptied my inbox; i would just like to thank all of the people who made this possible
1740,2022-10-23 21:29:20+00:00,1,Twitter Web App,@nascentwisp damn i need to drink more then
1741,2022-10-23 21:28:40+00:00,1,Twitter Web App,"you know, when people need to make hard decisions, so much of the time everything they need is already bopping around inside their heads; they just need someone to come in with a broom and a dust pan"
1742,2022-10-23 21:25:02+00:00,2,Twitter Web App,@nascentwisp yeah that's what i mean to say ;)
1743,2022-10-23 21:22:29+00:00,2,Twitter Web App,@nascentwisp what? hey u can always do that w/out even asking. also i order u to buy an espresso drink on the way back; here's a fiver
1744,2022-10-23 21:16:26+00:00,5,Twitter Web App,ok u two settle down. yeah u two in the back
1745,2022-10-23 20:35:46+00:00,1,Twitter for iPhone,@katiedimartin it’ll be the isle of dr moreau and i’ll be a cat woman
1746,2022-10-23 20:05:23+00:00,9,Twitter Web App,"i've decided that i'm a mascot. for what exactly i'm not sure, but i totally represent it here on twitter"
1747,2022-10-23 19:55:32+00:00,6,Twitter Web App,"@deepfates dark choco, mandarin oranges, blueberries, nuts"
1748,2022-10-23 19:44:31+00:00,1,Twitter Web App,@justavagrant_ 4/ anyway in a flash of genious they called the game hungry hungry hippos and the rest is history. like there was some guy who has a guinness record based on it and there was even gonna be a hungry hungry hippos movie but like who the hell would watch that. end.
1749,2022-10-23 19:41:23+00:00,1,Twitter Web App,"@justavagrant_ 3/ ""like the purple one can be lizzie and the orange is def a henry"", and they called the green one ""home"" i don't know y, and the yellow one was harry. i also dunno if they stole the idea from pac-man or what because like both games have colored dudes and pellet eating"
1750,2022-10-23 19:37:35+00:00,1,Twitter Web App,"@justavagrant_ 2/ and he was like ""this game is based fr fr"" and he pulled out a fat wad of cash and straight up bought it. then he came back to america and sold it to these bros at hasbro. and they were like, you know what these hippos should have names"
1751,2022-10-23 19:35:40+00:00,1,Twitter Web App,"@justavagrant_ 1/ so there was this guy named fred kroll, who was like in world war 2 and stuff; he wanted to get into the toy bizness. for some reason he was in japan and while he was chilling out there he saw this game where u can make these hippos heads shoot out and eat marbles"
1752,2022-10-23 18:49:49+00:00,8,Twitter for iPhone,in latin homo just means person. i’m just a homo y’all
1753,2022-10-23 18:47:36+00:00,2,Twitter for iPhone,@UntilTrees it’s fuzzy (logic) because it’s 0.9 true
1754,2022-10-23 18:27:58+00:00,3,Twitter for iPhone,@justavagrant_ i say ouch and put a hello kitty bandaid. i now look like a hello kitty mummy
1755,2022-10-23 18:24:26+00:00,1,Twitter for iPhone,@emnode i have that sometimes. the modified epley maneuver helps me a lot. the first time was super scary for me too
1756,2022-10-23 18:19:00+00:00,0,Twitter for iPhone,@spilendalaust Puer quī huellam pulsat improbus est
1757,2022-10-23 18:15:50+00:00,0,Twitter for iPhone,@spilendalaust 🤣🤣🤣
1758,2022-10-23 17:59:25+00:00,2,Twitter Web App,"@RandomSprint I dunno if I feel like I'm missing insights of, e.g., Cicero when I read him in English. It just feels much more happy and beautiful to read him and others in Latin. Scratches an itch deep down."
1759,2022-10-23 17:56:12+00:00,8,Twitter Web App,"I've decided that, for Latin, Huel is male and in the third declension: Huel -is m"
1760,2022-10-23 15:31:21+00:00,1,Twitter for iPhone,@SC_Griffith i understand deeply
1761,2022-10-23 14:03:32+00:00,1,Twitter for iPhone,@redwaspmystic which language? :)
1762,2022-10-23 14:02:32+00:00,1,Twitter for iPhone,@DeltaTeePrime here’s to helping people bruh. helping people is cool
1763,2022-10-23 14:01:11+00:00,0,Twitter for iPhone,"@neeasade bruh ur so chill, s’cool"
1764,2022-10-23 13:49:10+00:00,2,Twitter for iPhone,"@imperialauditor i reciprocate, ur imperial bruhness"
1765,2022-10-23 03:05:29+00:00,1,Twitter for iPhone,@UntilTrees sup foxy bruh! i see u over there being all foxy
1766,2022-10-23 02:20:52+00:00,1,Twitter for iPhone,"@allgarbled @PstafarianPrice that post def made me want some, oy"
1767,2022-10-23 02:16:30+00:00,1,Twitter for iPhone,@InvisibIeyeball hey i tweet strategically; i’m def not shitpoasting 24/7 over here (as far as u know): it’s like 5D chess fr
1768,2022-10-23 02:10:03+00:00,1,Twitter for iPhone,@schala163 i mean only insofar as u are using foul language
1769,2022-10-23 02:01:22+00:00,0,Twitter for iPhone,@schala163 living vicariously thru u right now
1770,2022-10-23 01:53:26+00:00,1,Twitter for iPhone,@adamrisom bruh how’d u know?
1771,2022-10-23 01:52:07+00:00,2,Twitter for iPhone,@nascentwisp nah much my wispy bruh
1772,2022-10-23 01:50:19+00:00,1,Twitter for iPhone,@correctrix i got only 1 bruh; btw my eyeballs r burning ur so hot fr fr
1773,2022-10-23 01:46:36+00:00,1,Twitter for iPhone,@emnode word bruh
1774,2022-10-23 01:45:57+00:00,0,Twitter for iPhone,@profoundlyyyy thx bruh
1775,2022-10-23 00:34:52+00:00,3,Twitter for iPhone,@TylerAlterman @lizasimonova collect sweet good-guy moots
1776,2022-10-23 00:29:14+00:00,3,Twitter for iPhone,@InvisibIeyeball s’ok bruh
1777,2022-10-23 00:28:24+00:00,1,Twitter for iPhone,"@panchromaticity forced isolation for me: 
INT +2, CHA -3"
1778,2022-10-23 00:26:01+00:00,1,Twitter for iPhone,@linaelrasheed no fr bruh
1779,2022-10-23 00:25:26+00:00,1,Twitter for iPhone,@InvisibIeyeball yo bruh sup?
1780,2022-10-23 00:19:02+00:00,1,Twitter for iPhone,"@linaelrasheed so i woke up this morning and was like “bruh, coffee!”"
1781,2022-10-23 00:16:06+00:00,15,Twitter for iPhone,reply to this tweet and i will practice using “bruh” with u
1782,2022-10-23 00:09:02+00:00,35,Twitter for iPhone,if u guys make form-fitting EA tank tops of various earth tones i’ll be perma advertising for u
1783,2022-10-23 00:05:36+00:00,3,Twitter for iPhone,@schala163 u would think latin would be good for this but nah
1784,2022-10-22 23:57:33+00:00,1,Twitter for iPhone,@PipFoweraker @CineraVerinia https://t.co/kmZVI0VsNu
1785,2022-10-22 20:11:02+00:00,5,Twitter Web App,@kyzcralotSxaM don't put a fork in the toaster while it's plugged in
1786,2022-10-22 20:01:14+00:00,1,Twitter Web App,@sammedhbh .gv (graphviz)
1787,2022-10-22 19:41:18+00:00,1,Twitter for iPhone,@mimi10v3 @jeremymstamper same experience here big time oy
1788,2022-10-22 19:22:21+00:00,1,Twitter for iPhone,@miniyambao i feel the same way
1789,2022-10-22 19:19:34+00:00,4,Twitter for iPhone,"i think i need a psyop to make me less afraid of

(1) leaving academia
(2) getting older
(3) living very minimally"
1790,2022-10-22 18:58:26+00:00,2,Twitter for iPhone,@allgarbled ēheu
1791,2022-10-22 17:36:48+00:00,17,Twitter Web App,would u still luv me if i talked to myself in an ancient language?
1792,2022-10-22 17:35:25+00:00,3,Twitter Web App,"@RafaRuizdeLira @absurdlymax i knew this, for i too am a stick figure"
1793,2022-10-22 17:30:26+00:00,2,Twitter Web App,"@deepfates wait a minute, i live in america. they must be attracted to me!"
1794,2022-10-22 17:25:53+00:00,1,Twitter Web App,"@jbeardsleymath i like where ur going, just don't put the notes at the back of the chapter because that's savage and barbaric"
1795,2022-10-22 17:24:15+00:00,1,Twitter Web App,"@BenRatkaj me: i'm gonna take a break from thinking
brain: oh no ur not"
1796,2022-10-22 17:18:19+00:00,1,Twitter Web App,@panchromaticity omg i'm ded
1797,2022-10-22 17:16:36+00:00,2,Twitter Web App,"@CineraVerinia i think the author of that book recommended it to me on here, but i had serious doubts about becoming the man women want :-|"
1798,2022-10-22 17:11:24+00:00,4,Twitter Web App,@EzraJNewman that is why the gods gave us Huel
1799,2022-10-22 17:08:05+00:00,2,Twitter Web App,"@deepfates Okay, all in &lt;insert foreign language&gt; tweets"
1800,2022-10-22 17:05:55+00:00,1,Twitter Web App,@HotForMoot bro i'm trying 😅😅😅
1801,2022-10-22 17:03:30+00:00,1,Twitter Web App,@wowdatcrazy @gptbrooke word
1802,2022-10-22 17:01:23+00:00,3,Twitter Web App,@deepfates NaNoWriMo but all in tweets :|
1803,2022-10-22 12:09:44+00:00,1,Twitter for iPhone,"@NathanpmYoung @RethinkPriors @80000Hours I’m certainly open to contract work; all this looks good, thanks!"
1804,2022-10-22 03:25:42+00:00,2,Twitter for iPhone,@panchromaticity what is ur fav Linux thing?
1805,2022-10-22 01:23:05+00:00,2,Twitter for iPhone,@gmamoon888 https://t.co/LyuEPBzSDN
1806,2022-10-22 01:05:57+00:00,1,Twitter for iPhone,@allgarbled i love challah because it’s like a crazy thing and sometimes i like that
1807,2022-10-22 00:47:10+00:00,1,Twitter for iPad,@schala163 meow; meow meow: meow! wuv meow
1808,2022-10-22 00:41:01+00:00,2,Twitter for iPad,@mimi10v3 @MasterTimBlais @nascentwisp so many of my moots are sweet but yeah it’s hard to outdo @nascentwisp
1809,2022-10-21 23:36:59+00:00,1,Twitter for iPhone,@ForCognition if EA were a person i’d swoon so hard fr fr
1810,2022-10-21 23:29:33+00:00,2,Twitter for iPhone,@JMannhart i got trolled in latin by one of those once; like damn is no place safe
1811,2022-10-21 23:21:58+00:00,1,Twitter for iPhone,@bbcapybara this is my luv language (ok also latin)
1812,2022-10-21 23:20:56+00:00,6,Twitter for iPhone,btw i wish “being huelarious” belonged somewhere on my resume
1813,2022-10-21 23:19:00+00:00,1,Twitter for iPhone,“but u know what: damn we’re impressed; ur hired”
1814,2022-10-21 23:17:58+00:00,1,Twitter for iPhone,“why is ur cover letter 15 pages long but only 7 sentences?”
1815,2022-10-21 23:14:10+00:00,3,Twitter for iPhone,omg i want cicero to write my resume and cover letters for me
1816,2022-10-21 22:48:41+00:00,7,Twitter for iPhone,"trying to find ur person: spreading yourself out over the whole universe, and waiting until someone trips over u and likes it"
1817,2022-10-21 22:32:25+00:00,2,Twitter for iPhone,@robertzzk haha sometimes it happens to me as well; i just poke the phone to hell
1818,2022-10-21 22:30:43+00:00,2,Twitter for iPhone,@PstafarianPrice another sign that i am among my people
1819,2022-10-21 22:24:20+00:00,1,Twitter for iPhone,to err is not cumin …unless u were reaching for the cinnamon
1820,2022-10-21 21:26:09+00:00,0,Twitter for iPhone,@uberwensch_ this was me w/zero followers
1821,2022-10-21 21:13:04+00:00,2,Twitter for iPhone,reading cicero in latin and understanding w/out translating; gods what have i done to my brain 😅
1822,2022-10-21 20:48:40+00:00,1,Twitter for iPhone,@CineraVerinia got tired of competing with The Church of the Bessel Function
1823,2022-10-21 20:44:32+00:00,4,Twitter for iPhone,"@CineraVerinia i used to be the high priestess of my own religion, which was called The Church of the Spherical Harmonic; at its height it had 2 members"
1824,2022-10-21 20:42:08+00:00,1,Twitter for iPhone,"@extent_of_foxes i always wanna say “modulo what?”

“would u like fries with that?”

“modulo what?”"
1825,2022-10-21 20:39:08+00:00,1,Twitter for iPhone,"if an AI chatbot were trained on all my tweets, maybe it would want to be friends, or fold me into a paperclip, prolly both 😌"
1826,2022-10-21 20:35:22+00:00,0,Twitter for iPhone,@ypad &amp; if u speak latin the only good reason to learn another language is that nobody else knows latin
1827,2022-10-21 20:30:58+00:00,1,Twitter for iPhone,@scrmshw clearly 12
1828,2022-10-21 20:22:55+00:00,1,Twitter for iPhone,@extent_of_foxes yes! when there’s a crosswalk counter my eyes are like 👀
1829,2022-10-21 20:20:05+00:00,1,Twitter for iPhone,@CineraVerinia instead i’m like “why can’t i put eheu??”
1830,2022-10-21 20:19:21+00:00,1,Twitter for iPhone,@CineraVerinia i thought knowing latin might make me badass at scrabble but noooope
1831,2022-10-21 20:10:46+00:00,2,Twitter for iPhone,@CineraVerinia othello w/old guy = olfello
1832,2022-10-21 20:09:27+00:00,1,Twitter for iPhone,@absurdlymax @robertzzk @EzraJNewman i knew which one u meant ha
1833,2022-10-21 20:03:18+00:00,5,Twitter for iPhone,i can never remember whether i’ve put decaf in the coffee grinder; i’m basically running off the placebo effect y’all
1834,2022-10-21 19:58:23+00:00,2,Twitter for iPhone,@absurdlymax @robertzzk @EzraJNewman ah yes that beautiful bit of luck surface area fluttering in cyberspace
1835,2022-10-21 19:51:19+00:00,6,Twitter for iPhone,@codytfenwick @RafaRuizdeLira i esp luv the util monster idea
1836,2022-10-21 19:50:28+00:00,5,Twitter for iPhone,@RafaRuizdeLira u could carry ur fav phil book while dressed as a zombie and be a p-zombie
1837,2022-10-21 19:45:35+00:00,2,Twitter for iPhone,"i am soon going to try very hard to get a job that uses my particular abilities; ceteris paribus, i prefer remote work. does anyone have any advice?"
1838,2022-10-21 18:50:39+00:00,5,Twitter for iPhone,"in a parallel universe the twitter algorithm, instead of drawing me to the core of EA, drew me to the heart of the association of icelandic hedgehog enthusiasts"
1839,2022-10-21 18:39:22+00:00,2,Twitter for iPhone,@OneEyedAlpaca @averykimball wishing ppl broke out into pirate more often
1840,2022-10-21 18:24:26+00:00,1,Twitter for iPhone,@adamrisom pretty sure i could do this if it were agentic/strategic enough
1841,2022-10-21 17:22:54+00:00,3,Twitter for iPhone,"@NathanpmYoung i am pretty sure i would be a miracle remote employee for someone, but i’m not sure who yet: extreme organizational, written, communication, and technical skills. Systems thinking + decision making under uncertainty. Great with people."
1842,2022-10-21 17:13:31+00:00,3,Twitter for iPhone,@panchromaticity wanna add like several more hearts to this
1843,2022-10-21 17:11:35+00:00,5,Twitter for iPhone,not many people know this but i’m the same person as @Calculensis 🤫
1844,2022-10-21 17:04:24+00:00,0,Twitter for iPhone,@prerationalist yaas
1845,2022-10-21 16:59:39+00:00,1,Twitter for iPhone,@Coscorrodrift 🙏
1846,2022-10-21 16:54:24+00:00,1,Twitter for iPhone,@mealreplacer yes punish him for not writing the critique of pure reason more clearly
1847,2022-10-21 16:45:54+00:00,2,Twitter for iPhone,"green lights stress me because they are always about to turn yellow

red lights stress me because they are always about to turn green"
1848,2022-10-21 16:21:40+00:00,1,Twitter for iPhone,i ❤️ collaborative wordsmithing
1849,2022-10-21 16:09:52+00:00,1,Twitter for iPhone,@RimmaH112514 https://t.co/l6pgymnKag
1850,2022-10-21 16:06:04+00:00,5,Twitter for iPhone,"so the word for heart in latin is cor, and we call the little twitter hearts corcula 🥹"
1851,2022-10-21 16:05:17+00:00,5,Twitter for iPhone,@allgarbled how many times i have tried this! maybe i just need to get better at lynx
1852,2022-10-21 15:39:58+00:00,0,Twitter for iPhone,"@StefanFSchubert @jburnmurdoch when i become ruler of Australia, i’m going to have our GDP reported as $10^500"
1853,2022-10-21 15:35:23+00:00,1,Twitter for iPhone,"@enlightenedcoop getting ghosted by a ghost, while predictable, also hurts a lot"
1854,2022-10-21 15:32:44+00:00,1,Twitter for iPhone,"@RandomSprint i think of it oppositely, so we’re basically all dating each other ;)"
1855,2022-10-21 15:31:06+00:00,2,Twitter for iPhone,"@IsomorphicPhi and when the function causes u to fly straight upward from ur seat and out the sunroof, we shall agree to call it an ejection"
1856,2022-10-21 15:27:34+00:00,2,Twitter for iPhone,i used to be a musician 🥲
1857,2022-10-21 15:26:24+00:00,6,Twitter for iPhone,i can’t listen to music because it’s just too powerful: i either start dancing or break into tears
1858,2022-10-21 15:16:30+00:00,1,Twitter for iPhone,@StefanFSchubert i can do much more better by myself
1859,2022-10-21 15:11:39+00:00,0,Twitter for iPhone,the “brilliant” part might be tricky
1860,2022-10-21 15:11:05+00:00,1,Twitter for iPhone,like what if i deliberately give a million superficial signs of stupidity while saying something brilliant
1861,2022-10-21 15:07:46+00:00,4,Twitter for iPhone,i dream of holding forth with the rhetorical skill of cicero but all in lowercase with no punctuation and several words misspelled
1862,2022-10-21 15:02:53+00:00,2,Twitter for iPhone,@absurdlymax @EzraJNewman you were and are! https://t.co/h9LoNl0UJp
1863,2022-10-21 14:38:12+00:00,3,Twitter for iPhone,@bbcapybara i still get called ma’am and have the bodies in my closet to prove it
1864,2022-10-21 14:36:27+00:00,5,Twitter for iPhone,when mid-tweet u realize this is just not gonna work; nope: no amount of editing will fix this
1865,2022-10-21 14:30:39+00:00,2,Twitter for iPhone,"@EzraJNewman @absurdlymax not sure! but an answer to his question has come to me: the one where he says he’s not girlbossing hard enough, cuz that one made me fall outta my chair (and also i’m not either so same prob)"
1866,2022-10-21 14:21:20+00:00,3,Twitter for iPad,"@EzraJNewman that tweet where @absurdlymax asks what tweet of his i think about the most 😅 (there are so many, all so good!)"
1867,2022-10-21 14:18:00+00:00,5,Twitter for iPad,@CineraVerinia gods i speak from much experience of both; the abusive relationship is much much worse
1868,2022-10-21 14:16:09+00:00,1,Twitter for iPad,"@linaelrasheed if i ever plan a heist in Oslo, i’ll remember to bring tons of cole slaw"
1869,2022-10-21 14:14:52+00:00,0,Twitter for iPad,"@WickedViper23 u may be right: I have a cushy tenured professor job that I want to leave; u can prolly imagine what many people say about that, ha"
1870,2022-10-21 13:45:45+00:00,0,Twitter for iPhone,@RafaRuizdeLira 🤣
1871,2022-10-21 13:44:03+00:00,1,Twitter for iPhone,"@RafaRuizdeLira take that Thales. water, psh"
1872,2022-10-21 03:03:57+00:00,1,Twitter for iPad,@schala163 @themaxj Woah and here i was thinking that using category theory for consulting was my idea
1873,2022-10-21 03:00:31+00:00,1,Twitter for iPad,@deepfates Reply-guying as requested! 😁
1874,2022-10-21 02:20:52+00:00,3,Twitter for iPhone,@GrandGobboBarb @strangestloop that’s what i was gonna say 😅
1875,2022-10-21 02:00:36+00:00,5,Twitter for iPhone,"ok i don’t know how to solve the alignment prob, but i could learn how to not solve it even better super fast"
1876,2022-10-21 00:33:15+00:00,6,Twitter for iPhone,like so wrong that the wrongness police will show up and arrest u for being so wrong
1877,2022-10-21 00:32:01+00:00,16,Twitter for iPhone,"w/no specific evidence, feeling like ur doing everything wrong"
1878,2022-10-21 00:24:06+00:00,1,Twitter for iPhone,@profoundlyyyy @absurdlymax @NoahTopper damn i thought i had legit been working magic by taking various things modulo
1879,2022-10-21 00:20:02+00:00,1,Twitter for iPhone,"@StephDoesMath three things: (1) i know what ur talking about, (2) mine was totally straight up about just y = ax + b, (3) all my fancy tricks are still down to y = ax + b fr fr 😅"
1880,2022-10-20 23:22:17+00:00,4,Twitter for iPhone,@animalologist @mechanical_monk me too and gambling ads; i’m like “don’t u know ur expected utility man???”
1881,2022-10-20 23:16:34+00:00,1,Twitter for iPhone,@uberwensch_ @bowsamic ur prolly doing better than me: i only believe what i read in landau &amp; lifshitz
1882,2022-10-20 23:11:32+00:00,8,Twitter for iPhone,"@schala163 @BarbaraFantechi @StephDoesMath when i first got to college i drank a strange thing called a “cappuccino” during a lecture on y = ax + b and was thinking “at last, freedom!!” because in high school no teacher would’ve allowed it and what the heck was this exotic potion 😅"
1883,2022-10-20 23:04:32+00:00,1,Twitter for iPhone,@SpencrGreenberg that i tried my best to see things how they are and to be a good person
1884,2022-10-20 22:59:50+00:00,3,Twitter for iPhone,@absurdlymax @nascentwisp i too want to cuddle w/terribleness
1885,2022-10-20 22:48:25+00:00,5,Twitter for iPhone,@nascentwisp @absurdlymax u terrible cuddly ghost u
1886,2022-10-20 22:46:37+00:00,1,Twitter for iPhone,"@absurdlymax i pester people by asking them what they want, so already i’m off on the wrong foot 😌"
1887,2022-10-20 22:44:06+00:00,1,Twitter for iPhone,@xsphi i had this same thought earlier but translated into pac-man
1888,2022-10-20 22:39:48+00:00,2,Twitter for iPhone,@absurdlymax i try to follow a related version: treat people how they want to be treated
1889,2022-10-20 22:31:06+00:00,2,Twitter for iPad,@tasshinfogleman Plz no reply-guying is my life 😭
1890,2022-10-20 22:26:50+00:00,2,Twitter for iPad,"@absurdlymax It’s ingenious, true 4D chess, like avoiding getting mugged by pinning $100 to your shirt https://t.co/TTXvJ68Idu"
1891,2022-10-20 22:22:55+00:00,1,Twitter for iPad,"@allgarbled Damn i meant to say “new” philosophy of life, as in one I have decided to adopt. My fat skinny fingers…"
1892,2022-10-20 21:42:13+00:00,1,Twitter for iPhone,@allgarbled no philosophy of life
1893,2022-10-20 17:49:46+00:00,4,Twitter for iPhone,@absurdlymax this is why i stopped saying i’m smart
1894,2022-10-20 17:48:55+00:00,1,Twitter for iPhone,@prerationalist i’ve been doing it for over a year now; u get used to it
1895,2022-10-20 17:32:56+00:00,1,Twitter for iPhone,@nascentwisp it is! tho the binding could be better
1896,2022-10-20 17:15:59+00:00,1,Twitter for iPhone,@nascentwisp The Grand Medieval Bestiary (Dragonet Edition): Animals in Illuminated Manuscripts https://t.co/YGTAQ2lMGY
1897,2022-10-20 14:13:19+00:00,2,Twitter for iPhone,@nascentwisp Good morning from Jersey fellow cuddly wisp! Have some ferrets :) https://t.co/VnlmnW6l30
1898,2022-10-20 02:47:44+00:00,0,Twitter for iPhone,@strangestloop ☕️+📖
1899,2022-10-20 00:48:42+00:00,2,Twitter for iPhone,@Kirsten3531 @goblinodds damn i think about this one all the time and just don’t bring it up 😅
1900,2022-10-20 00:44:14+00:00,4,Twitter for iPhone,feeling not smart; gonna go exercise until i get INT +1
1901,2022-10-19 22:19:22+00:00,2,Twitter for iPhone,@not_a_hot_girl i support this experiment 🧪
1902,2022-10-19 21:26:51+00:00,1,Twitter for iPhone,@nascentwisp they just make a sore pinky toe
1903,2022-10-19 21:02:50+00:00,4,Twitter for iPhone,oh baby plz speak latin to me
1904,2022-10-19 20:57:12+00:00,13,Twitter for iPhone,i just accidentally kicked a chair but by newton’s 3rd law it also kicked me and i think it needs to own up to its part in this
1905,2022-10-19 20:51:26+00:00,7,Twitter for iPad,@RafaRuizdeLira My ethics is working for me but I’m not sure if it is true
1906,2022-10-19 20:27:38+00:00,1,Twitter for iPhone,@schala163 yes; a little box even pops up that says things like “CON -1” or “INT -3”
1907,2022-10-19 20:21:22+00:00,3,Twitter for iPhone,@SC_Griffith i would like to report that the problem still exists
1908,2022-10-19 20:17:09+00:00,1,Twitter for iPhone,@utilitarianlove me too fr fr
1909,2022-10-19 20:14:13+00:00,1,Twitter for iPhone,@utilitarianlove super kind nerds 😌
1910,2022-10-19 19:29:59+00:00,11,Twitter Web App,i'm in some kind of very weird tribe that i luv
1911,2022-10-19 19:27:02+00:00,1,Twitter Web App,@repost_offender this looks just like my effing around and finding out utility landscape model
1912,2022-10-19 19:25:33+00:00,1,Twitter Web App,"@blahajparty i was amazed to find this out, and more amazed still at just how much money it takes, like to just have a roof over your head. crazy!"
1913,2022-10-19 00:48:08+00:00,1,Twitter for iPhone,@DeltaTeePrime Yes :)
1914,2022-10-18 22:38:09+00:00,3,Twitter Web App,@nascentwisp I still haven't told my family about my decision to identify as a wisp
1915,2022-10-18 22:33:11+00:00,1,Twitter Web App,@allgarbled maybe in Latin I'm a terrible person
1916,2022-10-18 21:19:54+00:00,0,Twitter Web App,@schala163 very handy!
1917,2022-10-18 18:34:46+00:00,2,Twitter for iPhone,"@nascentwisp yes, yes, and yes"
